60000
1	3427.887176	-2091.185167	1.778130
2	-2899.303206	2133.460381	7.613147
3	3594.399754	-794.745267	9.291635
4	-122.080465	3005.135034	4.648946
5	-1025.677219	-2611.141542	8.075961
6	-3348.225718	2371.294409	9.105136
7	441.301470	4531.356540	9.222968
8	-434.399394	2506.460059	2.893277
9	-275.364065	1187.876000	3.453597
10	2183.212844	-464.595976	6.648793
11	2140.937630	-3389.350586	5.108737
12	-2182.925257	2542.695957	3.698325
13	668.207211	2651.403651	7.822443
14	-318.214452	375.444164	8.975768
15	-3196.092464	3300.198774	4.404767
16	-3800.024094	-2270.351551	6.769097
17	-428.935251	-3628.622546	4.339122
18	-219.284699	1271.276082	1.998138
19	-2000.020249	-4024.341557	8.911222
20	-3304.512571	-2328.731608	7.829310
21	1047.246206	4565.004160	5.070833
22	1413.918981	1491.279747	2.008850
23	-2162.794203	1503.070793	5.392743
24	-1101.887639	2292.783297	9.655843
25	-2519.976624	1605.163998	1.179357
26	-2431.687572	-137.034963	4.238594
27	-741.254180	-2973.500520	5.932188
28	109.714246	3943.242167	9.312784
29	-1176.084954	1762.186222	1.435621
30	1739.466889	-2051.210645	5.211188
31	-4624.534563	-83.831462	8.223457
32	-374.293818	1395.225859	3.526109
33	-3259.361492	-2896.714927	1.500168
34	-900.864682	-1897.639459	9.940123
35	-1148.189064	129.270128	6.817438
36	483.576684	-2043.733396	3.072085
37	1417.945192	-788.705951	4.119663
38	3558.451442	2851.276262	5.700095
39	-2500.708330	3941.804234	6.396374
40	-2126.270719	3274.315990	6.181585
41	-1506.809418	-2212.834252	2.450514
42	3379.285059	-1144.162853	5.495193
43	-2590.147728	-1227.562935	7.046785
44	1809.062820	4233.992109	4.897244
45	-3871.345544	1649.452317	2.125858
46	-4330.908756	-1572.091551	3.990844
47	-2621.494656	3161.582085	8.375072
48	3565.928691	1993.693347	5.990967
49	-1126.907664	-2907.643214	3.999359
50	-1315.564402	3670.035001	1.593829
51	4332.346689	-1267.825044	3.849666
52	-3105.790306	-1414.206568	5.503159
53	2331.319887	-3618.557019	6.103305
54	-1086.070382	-985.415110	5.891537
55	-1473.449385	-1353.813405	2.267586
56	1256.609171	-3054.887497	3.826868
57	1178.098059	4206.383806	4.840938
58	306.423406	-628.807862	1.002747
59	-2627.246386	-3746.245421	4.572039
60	-99.361133	-823.791503	2.399976
