20000
1	2712.428993	0.000000	7.840297
2	2711.940797	2.839939	8.327006
3	2714.194639	5.684604	6.068697
4	2712.687801	8.522188	7.568102
5	2718.842776	11.388729	1.402661
6	2710.346397	14.191470	9.885739
7	2719.192542	17.085415	1.023072
8	2715.491078	19.905946	4.705252
9	2715.862876	22.752892	4.311106
10	2711.914946	25.559953	8.233894
11	2714.461276	28.426811	5.659169
12	2719.033950	31.322408	1.054933
13	2718.463826	34.163022	1.590808
14	2713.923819	36.948469	6.093966
15	2712.066914	39.763827	7.910886
16	2715.924669	42.665154	4.009522
17	2711.902437	45.442614	7.986145
18	2713.859209	48.318199	5.979980
19	2711.284758	51.112567	8.502792
20	2710.637408	53.940002	9.095248
21	2716.362645	56.899686	3.310770
22	2716.850222	59.756290	2.761986
23	2711.170165	62.471930	8.379467
24	2712.168656	65.336691	7.313761
25	2717.853667	68.321499	1.557024
26	2712.362492	71.025711	6.977020
27	2716.361992	73.977039	2.900143
28	2711.006053	76.672323	8.179235
29	2709.198738	79.460629	9.905515
30	2716.603765	82.525175	2.412336
31	2716.718734	85.376326	2.209357
32	2716.603681	88.220435	2.233528
33	2711.442308	90.895330	7.303873
34	2711.649236	93.745191	7.000092
35	2715.860759	96.738335	2.686178
36	2711.123884	99.412400	7.323374
37	2713.573073	102.347786	4.766778
38	2712.688782	105.159308	5.542985
39	2708.243071	107.827411	9.880520
40	2712.591847	110.845798	5.413617
41	2715.835448	113.827231	2.049501
42	2713.449476	116.573864	4.316874
43	2715.798814	119.524151	1.841578
44	2713.286903	122.260584	4.229255
45	2715.526613	125.211107	1.857509
46	2714.185440	127.997736	3.067415
47	2711.872962	130.735006	5.246895
48	2713.483174	133.660934	3.496170
49	2712.594745	136.464834	4.244087
50	2708.257324	139.090037	8.442640
51	2714.311611	142.251044	2.232704
52	2715.323809	145.155539	1.068392
53	2708.894161	147.656837	7.353862
54	2714.698735	150.824670	1.383984
55	2713.585540	153.613421	2.339274
56	2708.049473	156.145150	7.721915
57	2706.439195	158.896074	9.169683
58	2705.924206	161.709419	9.517411
59	2708.791898	164.727746	6.473281
60	2707.200319	167.476599	7.893582
61	2705.504803	170.215934	9.415235
62	2706.673399	173.135286	8.064150
63	2706.264760	175.954928	8.290475
64	2708.213467	178.929847	6.151372
65	2707.902106	181.757560	6.274148
66	2706.675546	184.522627	7.311289
67	2710.868018	187.660654	2.913602
68	2706.920724	190.235873	6.672140
69	2708.308780	193.183775	5.079348
70	2708.014590	196.013260	5.169988
71	2708.591551	198.906530	4.384167
72	2710.248727	201.881917	2.512040
73	2705.931645	204.409936	6.627918
74	2702.500936	206.997203	9.852504
75	2706.368140	210.144369	5.754753
76	2709.941737	213.277040	1.947874
77	2710.381414	216.167765	1.281259
78	2702.263113	218.368328	9.197424
79	2701.996548	221.195031	9.233955
80	2704.315937	224.236082	6.672689
81	2702.254034	226.914611	8.504715
82	2708.813937	230.322380	1.681173
83	2703.985082	232.764129	6.284310
84	2704.894020	235.696179	5.125767
85	2701.783539	238.276186	7.999054
86	2707.867535	241.670739	1.638874
87	2701.196229	243.926825	8.081729
88	2705.263778	247.150457	3.739250
89	2699.675403	249.490872	9.090030
90	2700.766629	252.444385	7.730155
91	2701.982328	255.412529	6.242012
92	2701.574755	258.228648	6.381268
93	2702.159124	261.140339	5.521012
94	2698.243228	263.614175	9.179296
95	2697.921139	266.435223	9.224067
96	2697.088839	269.205255	9.778619
97	2698.263670	272.176584	8.312998
98	2696.472376	274.848667	9.825587
99	2698.687971	277.930227	7.307443
100	2699.500232	280.871082	6.196692
